,MI,chi2,chi2_pval,corrected_pval,f_statistic,f_pval,f_corrected_pval
Cluster 39837,0.008921085059359395,2.5203016633193567,0.11238908282133288,1.0,239.41187558906697,1.4222207357641766e-43,2.1400204390584212e-43
Cluster 39838,5.774623563200784e-05,0.0,1.0,1.0,334.5739296514405,3.132444750721133e-56,6.308674207198185e-56
Cluster 39840,0.008409936964723586,3.821323588390999,0.14798242027549272,1.0,11.254013344784308,0.0008620627692645391,0.0008968436735858555
Cluster 39841,0.008718662692572293,1.1894065361570636,0.27544929765882586,1.0,345.52535234083916,1.380419624467282e-57,3.071486550963097e-57
Cluster 39842,0.0008447454665046969,0.039660556003223185,0.8421457371123615,1.0,304.3850461631602,2.1619139478086884e-52,3.709985068177925e-52
Cluster 39844,0.0043427963627861305,0.06383412740096041,0.8005354694348056,1.0,356.96997690531174,5.534214484373157e-59,1.4194632204449429e-58
Cluster 39846,0.00019882718456340487,0.0016375682060154433,0.9677209130172436,1.0,219.54495983415387,1.042864730417925e-40,1.5368575723484022e-40
Cluster 39850,7.452336645913382e-05,0.0,1.0,1.0,232.55813953488376,1.3547177276226422e-42,2.0221666357356563e-42
Cluster 39857,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 39859,0.012225351814825355,4.465223589435775,0.03459156217237105,0.6568568772671062,232.55813953488376,1.3547177276226422e-42,2.0221666357356563e-42
Cluster 39866,0.002465699888938244,0.4591372099298434,0.498027475498259,1.0,295.12408759124077,3.496788526757402e-51,5.812583306256799e-51
Cluster 39876,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 39885,0.0043427963627861305,0.06383412740096041,0.8005354694348056,1.0,356.96997690531174,5.534214484373157e-59,1.4194632204449429e-58
Cluster 39889,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 39890,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 39892,0.0043427963627861305,0.06383412740096041,0.8005354694348056,1.0,356.96997690531174,5.534214484373157e-59,1.4194632204449429e-58
Cluster 39896,0.00024057121439187423,0.0004160995384069068,0.9837254660346351,1.0,253.87493082457112,1.316095283435293e-45,2.01421377400804e-45
Cluster 39899,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 39901,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 39908,0.0005579012007278089,0.0,1.0,1.0,324.08510638297867,6.494020224104633e-55,1.2161388206168762e-54
Cluster 39913,0.0003313544491637434,0.15254965622612682,0.9265615264084126,1.0,276.58355437665773,1.0235227873231976e-48,1.6275478189322117e-48
Cluster 39920,0.0003865817667334237,0.004923844537815096,0.9440582632934634,1.0,93.45738225946258,3.318187304309765e-20,3.6911118204176575e-20
Cluster 39921,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 39922,0.00027636862352498764,0.0,1.0,1.0,345.52535234083916,1.380419624467282e-57,3.071486550963097e-57
Cluster 39923,0.0043427963627861305,0.06383412740096041,0.8005354694348056,1.0,130.36489607390305,1.1203851206198314e-26,1.3203015016357193e-26
Cluster 39929,0.008532261134984967,1.1069961072664358,0.2927358614858566,1.0,324.08510638297867,6.494020224104633e-55,1.2161388206168762e-54
Cluster 39932,0.012692736569030638,4.920703464575485,0.026536709909641357,0.5824190692377681,0.23829787234042582,0.6256770250878327,0.6281730770496193
Cluster 39934,0.0032551652689520316,0.8768159386396067,0.34907525365971337,1.0,246.5131004366812,1.4096080561947515e-44,2.1370563904157378e-44
Cluster 39935,0.0017624342273433458,0.4275517373530916,0.513192725139153,1.0,207.3848488680915,6.530403851381016e-39,9.511642309963475e-39
Cluster 39939,0.0016751012299817576,0.1316009358288769,0.7167778747670177,1.0,314.0307692307693,1.2348839744679398e-53,2.1980795000077673e-53
Cluster 39947,0.0063807084155514185,0.576489041562571,0.4476918045192231,1.0,334.5739296514405,3.132444750721133e-56,6.308674207198185e-56
Cluster 39954,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 39959,0.009194440843742619,2.30985562829783,0.12855598985742397,1.0,269.4377224199289,9.500445576836408e-48,1.4908622402958698e-47
Cluster 39962,0.00021943414708608389,0.007350793309144486,0.9316756734514655,1.0,185.3218904871268,1.455432863313679e-35,2.0819473508939516e-35
Cluster 39977,0.008532261134984967,1.1069961072664358,0.2927358614858566,1.0,324.08510638297867,6.494020224104633e-55,1.2161388206168762e-54
Cluster 39987,0.012873225308001446,2.2736020778174284,0.1315937321583418,1.0,304.3850461631602,2.1619139478086884e-52,3.709985068177925e-52
Cluster 39991,0.00027636862352498764,0.0,1.0,1.0,345.52535234083916,1.380419624467282e-57,3.071486550963097e-57
Cluster 40004,0.0021147218681291033,0.0,1.0,1.0,356.96997690531174,5.534214484373157e-59,1.4194632204449429e-58
Cluster 40006,0.004241577096799051,0.140163969175114,0.7081180591486298,1.0,345.52535234083916,1.380419624467282e-57,3.071486550963097e-57
Cluster 40008,0.011335861865243907,4.544005102040816,0.10310549918504534,1.0,245.9802032466675,1.6752152357968944e-44,2.537491981034137e-44
Cluster 40012,0.00027636862352498764,0.0,1.0,1.0,345.52535234083916,1.380419624467282e-57,3.071486550963097e-57
Cluster 40017,0.0021147218681291033,0.0,1.0,1.0,356.96997690531174,5.534214484373157e-59,1.4194632204449429e-58
Cluster 40029,0.0021147218681291033,0.0,1.0,1.0,356.96997690531174,5.534214484373157e-59,1.4194632204449429e-58
Cluster 40036,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40039,0.0,0.0,1.0,1.0,136.0,1.2565211634412817e-27,1.5641256321278239e-27
Cluster 40040,0.0,0.0,1.0,1.0,136.0,1.2565211634412817e-27,1.5641256321278239e-27
Cluster 40041,0.0,0.0,1.0,1.0,136.0,1.2565211634412817e-27,1.5641256321278239e-27
Cluster 40042,0.0,0.0,1.0,1.0,136.0,1.2565211634412817e-27,1.5641256321278239e-27
Cluster 40043,0.0043427963627861305,0.06383412740096041,0.8005354694348056,1.0,130.36489607390305,1.1203851206198314e-26,1.3203015016357193e-26
Cluster 40045,6.056459030956418e-07,0.0,1.0,1.0,286.22587268993834,5.242606600295787e-50,8.490278814292833e-50
Cluster 40047,0.0023067573367482296,0.19322762888939365,0.6602437574010455,1.0,334.5739296514405,3.132444750721133e-56,6.308674207198185e-56
Cluster 40053,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40058,0.004216571716549211,1.313530219780219,0.2517564832232575,1.0,152.69859154929577,2.1770890246395648e-30,3.036246146007964e-30
Cluster 40070,0.0021147218681291033,0.0,1.0,1.0,356.96997690531174,5.534214484373157e-59,1.4194632204449429e-58
Cluster 40074,0.0023067573367482296,0.19322762888939365,0.6602437574010455,1.0,334.5739296514405,3.132444750721133e-56,6.308674207198185e-56
Cluster 40077,0.0048761227199346086,1.4484424931944613,0.2287780321389795,1.0,253.87493082457112,1.316095283435293e-45,2.01421377400804e-45
Cluster 40078,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40080,0.0021147218681291033,0.0,1.0,1.0,356.96997690531174,5.534214484373157e-59,1.4194632204449429e-58
Cluster 40087,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40091,0.007821711708258787,2.3116113314669757,0.1284108733342659,1.0,219.54495983415387,1.042864730417925e-40,1.5368575723484022e-40
Cluster 40093,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40113,0.005809587210594963,2.6885552608140033,0.26072798181620577,1.0,225.76377952755908,1.2946431385407448e-41,1.9185357022812717e-41
Cluster 40135,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40137,0.00027636862352498764,0.0,1.0,1.0,124.99076624007776,9.215265920821996e-26,1.0649491474653473e-25
Cluster 40144,0.0043427963627861305,0.06383412740096041,0.8005354694348056,1.0,356.96997690531174,5.534214484373157e-59,1.4194632204449429e-58
Cluster 40145,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40147,0.0043427963627861305,0.06383412740096041,0.8005354694348056,1.0,356.96997690531174,5.534214484373157e-59,1.4194632204449429e-58
Cluster 40161,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40176,0.006437676895168949,2.2553415985228176,0.323786542658571,1.0,323.0067609096497,8.889860084257885e-55,1.6562640320833833e-54
Cluster 40208,2.3703475643961636e-05,0.0,1.0,1.0,314.0307692307693,1.2348839744679398e-53,2.1980795000077673e-53
Cluster 40216,0.0021147218681291033,0.0,1.0,1.0,356.96997690531174,5.534214484373157e-59,1.4194632204449429e-58
Cluster 40229,0.004679514531530302,1.10806737078393,0.29250244536014236,1.0,304.3850461631602,2.1619139478086884e-52,3.709985068177925e-52
Cluster 40239,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40240,0.0023067573367482296,0.19322762888939365,0.6602437574010455,1.0,334.5739296514405,3.132444750721133e-56,6.308674207198185e-56
Cluster 40247,0.0027980858487182403,0.900257830404889,0.6375459569577073,1.0,294.3606557377048,4.405515123256726e-51,7.311535914136174e-51
Cluster 40252,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40259,0.0043427963627861305,0.06383412740096041,0.8005354694348056,1.0,356.96997690531174,5.534214484373157e-59,1.4194632204449429e-58
Cluster 40271,0.0,0.0,1.0,1.0,136.0,1.2565211634412817e-27,1.5641256321278239e-27
Cluster 40272,0.006982814949155203,2.6589134881736625,0.10297105054865123,1.0,4.420451765473376,0.03606807718573185,0.03669999767550882
Cluster 40273,0.0,0.0,1.0,1.0,136.0,1.2565211634412817e-27,1.5641256321278239e-27
Cluster 40274,0.0043427963627861305,0.06383412740096041,0.8005354694348056,1.0,130.36489607390305,1.1203851206198314e-26,1.3203015016357193e-26
Cluster 40275,6.056459030956418e-07,0.0,1.0,1.0,97.3963039014373,6.435116086935712e-21,7.178653436224088e-21
Cluster 40279,0.0009982810280301235,0.23501176786504063,0.6278323237955602,1.0,30.188679245283026,6.586699641747156e-08,7.036673972038576e-08
Cluster 40283,0.0,0.0,1.0,1.0,136.0,1.2565211634412817e-27,1.5641256321278239e-27
Cluster 40286,0.0,0.0,1.0,1.0,136.0,1.2565211634412817e-27,1.5641256321278239e-27
Cluster 40290,0.015390176125162747,5.378348960322764,0.020388163813093593,0.49719197929217257,140.63259486729555,2.113810947608551e-28,2.9304577037173263e-28
Cluster 40298,0.01726030067542417,6.011104086184237,0.04951141434844257,0.7866396850394389,213.34390485629336,8.516795060686491e-40,1.2474160531578918e-39
Cluster 40300,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40303,0.0021909493832120916,0.6443510293217716,0.7245710063344369,1.0,129.97894736842105,1.3025536245149167e-26,1.5347836733078878e-26
Cluster 40304,0.002924109502354739,0.4281721250143894,0.5128872243091349,1.0,304.3850461631602,2.1619139478086884e-52,3.709985068177925e-52
Cluster 40308,0.010696383210490282,1.678583365164247,0.19511279633964673,1.0,314.0307692307693,1.2348839744679398e-53,2.1980795000077673e-53
Cluster 40309,0.0021147218681291033,0.0,1.0,1.0,356.96997690531174,5.534214484373157e-59,1.4194632204449429e-58
Cluster 40311,0.0021147218681291033,0.0,1.0,1.0,356.96997690531174,5.534214484373157e-59,1.4194632204449429e-58
Cluster 40315,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40319,0.0023067573367482296,0.19322762888939365,0.6602437574010455,1.0,334.5739296514405,3.132444750721133e-56,6.308674207198185e-56
Cluster 40324,0.0021147218681291033,0.0,1.0,1.0,356.96997690531174,5.534214484373157e-59,1.4194632204449429e-58
Cluster 40326,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40333,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40335,0.004241577096799051,1.2251761691223575,0.54194644924151,1.0,323.0067609096497,8.889860084257885e-55,1.6562640320833833e-54
Cluster 40337,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40338,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40340,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40341,0.00027636862352498764,0.0,1.0,1.0,345.52535234083916,1.380419624467282e-57,3.071486550963097e-57
Cluster 40358,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40364,0.0005579012007278089,0.0,1.0,1.0,324.08510638297867,6.494020224104633e-55,1.2161388206168762e-54
Cluster 40371,0.0021147218681291033,0.0,1.0,1.0,356.96997690531174,5.534214484373157e-59,1.4194632204449429e-58
Cluster 40382,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40388,0.004336448485489981,0.8215528183750567,0.36472654911821933,1.0,295.12408759124077,3.496788526757402e-51,5.812583306256799e-51
Cluster 40398,0.01726568619472489,3.507660624733764,0.06108565335105527,0.865965224571095,286.22587268993834,5.242606600295787e-50,8.490278814292833e-50
Cluster 40407,0.004241577096799051,0.140163969175114,0.7081180591486298,1.0,345.52535234083916,1.380419624467282e-57,3.071486550963097e-57
Cluster 40410,1.722781573891552e-05,0.0,1.0,1.0,207.3848488680916,6.530403851380738e-39,9.511642309963475e-39
Cluster 40416,0.0006447745280856176,0.13936078266344362,0.7089173094587744,1.0,11.673813169984687,0.0006916762272798329,0.0007199398251851133
Cluster 40443,0.009049857681563543,3.817527010804324,0.14826360044165576,1.0,123.09209572153732,1.9496195174938878e-25,2.25139604727422e-25
Cluster 40449,0.004241577096799051,0.140163969175114,0.7081180591486298,1.0,345.52535234083916,1.380419624467282e-57,3.071486550963097e-57
Cluster 40453,0.010696383210490282,1.678583365164247,0.19511279633964673,1.0,314.0307692307693,1.2348839744679398e-53,2.1980795000077673e-53
Cluster 40470,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40472,0.0048761227199346086,1.4484424931944613,0.2287780321389795,1.0,253.87493082457112,1.316095283435293e-45,2.01421377400804e-45
Cluster 40473,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40476,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40478,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
Cluster 40480,5.774623563200784e-05,0.0,1.0,1.0,334.5739296514405,3.132444750721133e-56,6.308674207198185e-56
Cluster 40482,0.0,0.0,1.0,1.0,368.94117647058806,2.0093257878143538e-60,7.364276552426394e-60
