,MI,chi2,chi2_pval,corrected_pval,f_statistic,f_pval,f_corrected_pval
Cluster 9994,0.0023028983950142065,1.2752562260683815,0.2587829265711722,0.811652997512608,336.88189927522757,4.863847379537064e-65,
Cluster 9997,0.004548960098336724,2.6455801927170555,0.10383824056294887,0.47664075647511184,570.4758765906804,4.813161896386959e-100,
Cluster 10001,3.6606028143098754e-05,0.0,1.0,1.0,632.9895689127844,1.6036724544343904e-108,
Cluster 10002,0.002827442782191242,2.405347655526847,0.12092125793533443,0.5310350729477519,133.87327423998545,3.863952794586754e-29,
Cluster 10003,0.0,0.0,1.0,1.0,652.4722222222224,4.2637969836042124e-111,
Cluster 10010,0.0,0.0,1.0,1.0,652.4722222222224,4.2637969836042124e-111,
Cluster 10013,0.00018605270105612887,0.012203480998937791,0.91203714291151,1.0,320.1116059256565,2.714750655269689e-62,
Cluster 10015,0.0022793363922443584,0.27352669132844437,0.6009757891922112,1.0,367.122887221918,6.623783378414017e-70,
Cluster 10016,0.002778589591778985,1.3817049038186617,0.23981095357724924,0.7733524258962207,336.88189927522757,4.863847379537064e-65,
Cluster 10017,0.005721630986242898,2.2795161804896553,0.13109276262672928,0.547307209595115,348.6187930438064,6.10030458654141e-67,
Cluster 10018,0.004156921440773828,2.4880100335796564,0.11471668932089521,0.5082811058525579,342.69263177605086,5.538721191106083e-66,
Cluster 10020,0.0010593507702870708,0.7823087211710489,0.37643597955692365,0.9582237510636459,158.75181339780966,6.9935724714491375e-34,
Cluster 10024,0.001138127040566395,0.0,1.0,1.0,373.5444455262389,6.337281407461953e-71,
Cluster 10027,0.006754515990366916,3.21088385779996,0.07314995842729798,0.3630569196201024,354.6636242631679,6.493758552520159e-68,
Cluster 10032,0.021544939866005614,20.667843805962487,5.462571992342076e-06,0.00012697788960031611,56.418328536184205,1.3002943182648024e-13,
Cluster 10035,0.0020345388162474817,1.186163188555534,0.2761048550104489,0.8456075187931565,570.4758765906804,4.813161896386959e-100,
Cluster 10036,0.0016762042843100674,0.606353523042888,0.43616408592673894,1.0,354.6636242631679,6.493758552520159e-68,
Cluster 10037,2.2416760276759012e-05,0.0,1.0,1.0,348.61879304380625,6.10030458654141e-67,
Cluster 10040,0.0,0.0,1.0,1.0,380.0989399293285,5.842041947503637e-72,
