genome_id,SIR
287.12481,1
287.7853,1
287.1274,1
287.12739,1
287.12738,0
287.12737,1
287.12736,0
287.12735,1
287.12734,1
287.12733,1
287.12732,1
287.12731,1
287.1273,1
287.12729,1
287.12728,1
287.12727,1
287.12726,1
287.12725,1
287.12724,1
287.12723,1
287.12722,1
287.12741,1
287.12742,1
287.12743,1
287.12744,1
287.12767,1
287.12766,1
287.12765,1
287.12764,1
287.1276,1
287.12759,1
287.12758,1
287.12757,1
287.12756,1
287.12721,1
287.12755,1
287.12753,1
287.12752,1
287.12751,0
287.1275,1
287.12749,1
287.12748,0
287.12747,1
287.12746,1
287.12745,0
287.12754,1
287.12768,1
287.1272,1
287.12718,1
287.12693,0
287.12692,0
287.12691,0
287.1269,0
287.12689,0
287.12688,0
287.12687,0
287.12686,0
287.12685,0
287.12684,0
287.12683,0
287.12682,0
287.12681,0
287.1268,1
287.12679,0
287.12678,0
287.12676,1
287.12675,0
287.12674,0
287.12694,0
287.12695,0
287.12696,0
287.12697,0
287.12717,1
287.12716,0
287.12715,1
287.12714,1
287.12713,1
287.12712,1
287.12711,1
287.1271,1
287.12709,1
287.12719,1
287.12708,1
287.12706,0
287.12705,0
287.12704,1
287.12703,0
287.12702,1
287.12701,1
287.127,0
287.12699,1
287.12698,1
287.12707,1
287.12673,0
287.12769,1
287.12771,1
287.12837,1
287.12836,1
287.12835,1
287.12834,1
287.12833,1
287.12832,1
287.12831,0
287.1283,1
287.12829,1
287.12828,0
287.12827,1
287.12826,1
287.12825,1
287.12824,1
287.12823,1
287.12822,0
287.12821,0
287.1282,1
287.12819,0
287.12838,1
287.12839,0
287.1284,0
287.12841,1
287.98,0
287.981,0
287.982,1
287.983,0
287.984,1
287.985,1
287.986,1
287.987,1
287.988,0
287.12818,0
287.989,0
287.991,1
287.992,0
287.993,1
287.994,1
287.995,1
287.996,1
287.997,0
287.998,0
287.999,0
287.99,0
287.1277,1
287.12817,1
287.12815,0
287.1279,1
287.12789,1
287.12788,0
287.12787,1
287.12786,1
287.12785,1
287.12784,1
287.12783,1
287.12782,0
287.12781,1
287.1278,1
287.12779,0
287.12778,1
287.12777,1
287.12776,0
287.12775,1
287.12774,0
287.12773,1
287.12772,1
287.12791,1
287.12792,1
287.12793,0
287.12794,1
287.12814,1
287.12813,0
287.12812,1
287.12811,1
287.1281,0
287.12809,1
287.12808,1
287.12807,0
287.12806,1
287.12816,1
287.12805,1
287.12803,1
287.12802,1
287.12801,1
287.128,1
287.12799,0
287.12798,1
287.12797,1
287.12796,1
287.12795,1
287.12804,1
287.12672,0
287.12671,1
287.1267,1
287.1255,1
287.12549,1
287.12548,1
287.12547,1
287.12546,1
287.12545,1
287.12544,1
287.12543,0
287.12542,0
287.12541,0
287.1254,0
287.12539,0
287.12538,1
287.12537,0
287.12536,0
287.12535,0
287.12534,0
287.12533,0
287.12532,0
287.12551,1
287.12552,1
287.12553,1
287.12554,1
287.12574,1
287.12573,0
287.12572,1
287.12571,1
287.1257,1
287.12569,1
287.12568,1
287.12567,1
287.12566,1
287.12531,1
287.12565,0
287.12563,1
287.12562,1
287.12561,1
287.1256,1
287.12559,1
287.12558,1
287.12557,1
287.12556,1
287.12555,1
287.12564,1
287.12575,1
287.1253,0
287.12528,0
287.12503,1
287.12502,0
287.12501,1
287.125,1
287.125,0
287.12499,1
287.12498,1
287.12497,1
287.12496,1
287.12495,1
287.12494,0
287.12493,1
287.12492,1
287.12491,1
287.1249,1
