genome_id,SIR
58712.9,0
58095.11,1
58712.5,0
58712.3,0
58712.1,0
58095.9,0
58095.17,1
58095.1,0
58095.16,1
58095.15,0
58095.14,0
58095.13,0
58712.8,0
58095.12,0
595.4,1
595.38,0
595.37,0
595.36,0
595.35,0
595.34,1
595.33,0
595.32,0
595.31,0
595.3,0
595.29,0
595.41,0
595.44,1
611.51,0
595.46,0
611.72,0
611.71,0
611.7,0
611.69,0
611.63,0
611.62,0
611.61,0
611.6,0
611.59,0
611.58,0
611.57,1
611.56,0
611.55,0
611.54,0
611.53,1
611.52,0
611.5,1
611.49,1
611.48,0
611.46,0
611.45,0
611.44,1
611.43,0
611.42,0
611.73,0
611.41,0
611.74,0
611.76,0
611.82,1
611.81,0
611.8,0
611.79,0
611.78,1
611.77,0
611.75,1
595.45,1
611.4,0
611.38,1
600.11,0
600.1,0
596.9,0
596.8,1
596.7,1
596.6,0
596.5,0
596.4,0
596.3,1
596.21,0
596.2,1
596.19,1
596.17,0
596.16,1
596.15,0
596.14,0
596.13,0
596.12,1
596.11,1
596.1,0
595.68,0
600.4,0
611.39,0
600.5,0
600.7,0
611.37,1
611.36,1
611.35,0
611.34,0
611.33,1
611.32,0
611.31,0
611.3,0
611.29,0
611.28,0
611.26,0
611.25,0
611.24,1
611.23,1
611.22,0
611.21,0
611.2,0
611.19,0
611.18,0
611.17,0
611.16,0
611.134,0
611.133,0
611.132,0
611.131,0
600.6,0
90105.1,0
90105.11,1
90105.12,1
90105.13,1
90105.14,0
90105.15,0
90105.16,0
90105.17,1
90105.18,0
82689.8,1
82689.79,1
82689.4,0
82689.3,0
98360.96,1
98360.97,1
98360.94,1
913076.9,0
98360.273,1
98360.39,1
98360.4,1
98360.41,1
98360.42,1
98360.43,1
98360.47,1
98360.48,0
98360.49,1
98360.5,1
98360.93,1
98360.92,1
98360.91,1
98360.9,1
98360.89,1
98360.79,1
98360.78,1
98360.76,1
98360.75,1
98360.74,1
98360.73,1
98360.72,1
98360.71,1
98360.77,1
90371.862,1
90371.863,1
90371.864,1
90371.865,1
90371.866,1
90371.867,1
90371.868,0
90371.869,0
90371.87,0
90371.871,0
90371.909,1
90371.91,0
90371.911,1
90371.912,1
90371.913,1
90371.914,1
90371.923,1
90371.922,0
90371.92,1
90371.919,1
90371.918,0
90371.917,1
90371.916,1
90371.915,1
90371.921,1
90371.2487,1
90371.2488,1
90371.2489,1
90371.2486,1
90371.2485,0
90371.2483,1
90371.2125,1
90371.2126,0
90371.2127,1
90371.2128,1
90371.2129,1
90371.213,1
90371.2131,0
90371.2132,0
90371.2133,0
90371.2134,1
90371.2135,1
90371.2136,1
90371.2137,1
90371.2138,1
90371.2139,1
90371.214,1
90371.2482,1
90371.2481,1
90371.248,1
90371.2479,1
90371.2478,1
90371.2477,1
90371.2484,1
90371.2476,1
90371.2474,0
90371.2473,1
90371.2472,1
90371.2471,1
90371.247,1
90371.2141,0
90371.2475,0
98360.95,1
90105.9,0
90105.8,0
90105.7,0
90105.6,0
90105.5,0
90105.19,0
90105.2,0
90105.21,0
90105.22,0
90105.23,0
90105.24,0
90105.25,0
90105.26,0
90105.4,0
90105.38,0
90105.37,1
90105.36,1
90105.35,0
90105.34,0
90105.33,0
90105.31,0
90105.3,1
90105.3,0
90105.29,0
90105.28,0
90105.27,1
90105.32,0
1079901.3,0
98360.99,1
28901.8213,1
28901.8214,0
28901.8215,0
28901.8216,1
28901.8217,1
28901.8218,1
28901.8219,0
28901.822,1
28901.822,1
28901.8221,0
28901.8224,1
28901.8225,1
28901.8212,0
28901.8226,1
28901.8228,0
28901.8229,1
28901.823,1
28901.823,1
28901.8231,0
28901.8232,1
28901.8233,1
28901.8234,0
28901.8235,1
28901.8236,1
28901.8237,0
28901.8238,1
28901.8227,0
28901.8211,1
28901.821,1
28901.821,1
28901.805,1
28901.806,1
28901.807,0
28901.808,1
28901.809,0
28901.81,1
28901.811,0
28901.812,1
28901.813,1
28901.814,1
28901.815,0
28901.816,1
28901.817,1
28901.818,1
28901.819,1
28901.82,0
28901.82,1
28901.8201,0
28901.8202,0
28901.8203,0
28901.8204,0
28901.8205,1
28901.8206,1
28901.8207,1
28901.8208,0
28901.8209,0
28901.8239,1
28901.824,1
28901.824,1
28901.8241,0
28901.8271,1
28901.8272,1
28901.8273,1
28901.8274,1
28901.8275,1
28901.8276,1
28901.8277,1
28901.8278,0
28901.8279,0
28901.828,0
28901.828,0
28901.8281,1
28901.8282,0
28901.8283,0
28901.8284,0
28901.8285,1
28901.8286,0
28901.8287,1
28901.8288,1
28901.8289,0
28901.829,0
28901.829,1
28901.8291,0
28901.8292,0
28901.8293,0
28901.8294,0
28901.8295,1
28901.827,0
28901.804,0
28901.827,1
28901.8268,1
28901.8242,0
28901.8243,1
28901.8244,1
28901.8245,0
28901.8246,0
28901.8247,0
28901.8248,1
28901.8249,0
28901.825,1
28901.8251,0
28901.8252,0
28901.8253,1
28901.8254,0
28901.8255,1
28901.8256,0
28901.8257,0
28901.8258,0
28901.8259,0
28901.826,0
28901.826,1
28901.8261,0
28901.8262,0
28901.8263,1
28901.8264,0
28901.8265,0
28901.8266,0
28901.8267,0
28901.8269,1
28901.8296,1
28901.803,1
28901.801,1
28901.771,0
28901.772,0
28901.773,0
28901.774,1
28901.775,1
28901.776,1
28901.777,1
28901.778,1
28901.779,0
28901.78,0
28901.781,1
28901.782,0
28901.783,0
28901.784,1
28901.786,0
28901.788,1
28901.789,1
28901.79,1
28901.791,1
28901.792,1
28901.793,1
28901.794,1
28901.796,0
28901.797,1
28901.798,1
28901.799,0
28901.8,0
28901.77,1
28901.802,1
28901.769,0
28901.767,1
28901.1609,0
28901.76,0
28901.761,0
28901.762,1
28901.763,0
28901.764,0
28901.765,1
28901.766,1
28901.768,0
28901.8297,0
28901.8299,1
28901.8441,0
28901.8442,0
28901.8443,0
28901.8444,0
28901.8445,0
28901.8446,1
28901.8447,1
28901.8448,1
28901.8449,1
28901.845,0
28901.845,1
28901.8451,0
28901.844,0
28901.8452,1
28901.8454,0
28901.8455,0
28901.8456,0
28901.8457,0
28901.8458,0
28901.8459,1
28901.846,0
28901.846,1
28901.8461,1
28901.8462,0
28901.8463,0
28901.8464,0
28901.8453,0
28901.844,1
28901.8439,0
28901.8438,0
28901.8411,1
28901.8412,1
28901.8413,1
28901.8414,0
28901.8415,0
28901.8416,0
28901.8417,1
28901.8418,1
28901.842,0
28901.842,1
28901.8421,1
28901.8422,1
28901.8423,0
28901.8424,0
28901.8425,0
28901.8427,1
28901.8428,0
28901.843,0
28901.8436,0
28901.8437,0
28901.8465,0
28901.8466,0
28901.8467,0
28901.8468,1
28901.8497,0
28901.8498,0
28901.8499,0
28901.85,1
28901.85,0
28901.8501,0
28901.8502,0
28901.8503,0
28901.8504,0
28901.8505,0
28901.8506,0
28901.8507,0
28901.8508,0
28901.8509,0
28901.851,0
28901.851,0
28901.8511,0
28901.8512,0
28901.8513,0
28901.8514,0
28901.8515,0
28901.8516,0
28901.8517,1
28901.8518,0
28901.8519,0
28901.852,1
28901.852,1
28901.8496,0
28901.841,0
28901.8495,0
28901.8493,0
28901.8469,1
28901.847,1
28901.847,1
28901.8471,1
28901.8472,0
28901.8473,1
28901.8474,0
28901.8475,1
28901.8476,0
28901.8477,0
28901.8478,0
28901.8479,0
28901.848,1
28901.848,0
28901.8481,0
28901.8482,0
28901.8483,0
28901.8484,0
28901.8485,0
28901.8486,0
28901.8487,0
28901.8488,0
28901.8489,0
28901.849,0
28901.849,0
28901.8491,0
28901.8492,0
28901.8494,1
28901.8298,1
28901.841,1
28901.8408,0
28901.8328,0
28901.8329,1
28901.833,0
28901.833,1
28901.8331,1
28901.8332,1
28901.8333,0
28901.8334,1
28901.8335,1
28901.8336,0
28901.8337,0
28901.8338,1
28901.8327,0
28901.8339,0
28901.834,0
28901.8341,0
28901.8342,0
28901.8343,0
28901.8344,0
28901.8345,1
28901.8346,1
28901.8347,0
28901.8348,0
28901.8349,0
28901.835,1
28901.835,0
28901.834,0
28901.8326,0
28901.8325,0
28901.8324,0
28901.83,0
28901.83,1
28901.8301,1
28901.8302,1
28901.8303,0
28901.8304,0
28901.8305,0
28901.8306,1
28901.8307,1
28901.8308,1
28901.8309,1
28901.831,0
28901.831,0
28901.8311,1
28901.8312,1
28901.8313,0
28901.8314,0
28901.8315,1
28901.8316,1
28901.8317,0
28901.8318,1
28901.8319,0
28901.832,0
28901.832,1
28901.8321,0
28901.8322,0
28901.8323,0
28901.8351,0
28901.8352,1
28901.8353,1
28901.8354,1
28901.8383,0
28901.8384,0
28901.8385,1
28901.8386,1
28901.8387,1
28901.8388,1
28901.8389,0
28901.839,1
28901.839,0
28901.8391,1
28901.8392,1
28901.8393,1
28901.8394,0
28901.8395,1
28901.8396,1
28901.8397,1
28901.8398,0
28901.8399,0
28901.84,1
28901.84,1
28901.8401,1
28901.8402,1
28901.8403,0
28901.8404,1
28901.8405,1
28901.8406,0
28901.8407,1
28901.8382,0
28901.8409,0
28901.8381,0
28901.838,1
28901.8355,0
28901.8356,0
28901.8357,1
28901.8358,0
28901.8359,0
28901.836,1
28901.836,1
28901.8361,1
28901.8362,1
28901.8363,1
28901.8364,1
28901.8365,0
28901.8366,1
28901.8367,0
28901.8368,0
28901.8369,1
28901.837,1
28901.837,0
28901.8371,1
28901.8372,1
28901.8373,1
28901.8374,0
28901.8375,0
28901.8376,0
28901.8377,0
28901.8378,0
28901.8379,0
28901.838,1
1620419.54,1
1620419.55,1
1620419.57,1
1620419.58,1
1620419.59,1
1620419.6,1
1620419.6,1
1620419.61,1
1620419.62,1
1620419.64,0
1620419.65,0
1620419.66,1
1620419.53,1
1620419.67,1
1620419.69,1
1620419.7,1
1620419.7,0
1620419.71,1
1620419.72,1
1620419.73,1
1620419.74,1
1620419.75,1
1620419.76,1
1620419.77,1
1620419.78,1
1620419.79,1
1620419.68,1
1620419.52,1
1620419.51,1
1620419.5,1
1620419.26,1
1620419.27,1
1620419.28,1
1620419.29,1
1620419.3,1
1620419.3,1
1620419.31,1
1620419.32,1
1620419.33,1
1620419.34,1
1620419.35,1
1620419.36,1
1620419.37,1
1620419.38,1
1620419.39,1
1620419.4,1
1620419.4,1
1620419.41,1
1620419.42,1
1620419.43,1
1620419.44,1
1620419.45,1
1620419.46,1
1620419.47,1
1620419.48,1
1620419.49,1
1620419.5,1
1620419.8,1
1620419.8,0
1620419.81,1
1620419.82,1
1697391.3,0
192954.22,0
192954.23,0
192954.24,0
192954.26,0
192954.27,0
192954.28,0
192954.29,1
192955.1,0
192955.101,0
192955.102,0
192955.104,0
192955.107,0
192955.11,0
192955.111,0
192955.113,0
192955.114,0
192955.115,0
192955.116,1
192955.117,0
192955.118,0
192955.119,0
192955.12,0
192955.121,0
192955.122,1
192955.123,0
192955.124,0
1697390.8,0
1620419.25,1
1697390.7,0
1697390.5,1
1620419.83,1
1620419.84,1
1620419.85,1
1620419.86,1
1620419.87,1
1620419.88,1
1620419.89,1
1620419.9,1
1620419.9,1
1620419.91,1
1620419.93,1
165302.1,0
165302.11,0
165302.3,0
165302.4,0
165302.5,0
165302.6,1
165302.7,0
165302.8,1
165302.9,0
1697389.3,1
1697389.4,1
1697389.5,1
1697389.6,1
1697389.7,1
1697390.3,0
1697390.4,1
1697390.6,1
192955.125,1
1620419.24,1
1620419.22,1
108619.85,1
108619.84,1
108619.51,1
108619.5,1
108619.49,1
108619.48,1
108619.47,1
